video,words,glosses,spoken_language,signed_language,start,end,priority,person_id
41937,pepper,pepper,en,ase,0,0,4,18
41939,pepper,pepper,en,ase,0,0,5,20
41947,pepper,pepper,en,ase,0,0,6,6
41938,pepper,pepper,en,ase,0,0,7,15
41943,pepper,pepper,en,ase,0,0,8,11
70068,pepper,pepper,en,ase,0,0,9,8
42428,phone,phone,en,ase,0,0,0,-1
42419,phone,phone,en,ase,0,0,1,18
42425,phone,phone,en,ase,0,0,2,24
42423,phone,phone,en,ase,0,0,3,43
42429,phone,phone,en,ase,0,0,4,6
42424,phone,phone,en,ase,0,0,5,7
68130,phone,phone,en,ase,0,0,6,2
42656,picture,picture,en,ase,0,0,0,1
42653,picture,picture,en,ase,0,0,1,21
42652,picture,picture,en,ase,0,0,2,20
42649,picture,picture,en,ase,0,0,3,18
68131,picture,picture,en,ase,0,0,4,2
42654,picture,picture,en,ase,0,0,5,11
42651,picture,picture,en,ase,0,0,6,25
42658,picture,picture,en,ase,0,0,7,6
42657,picture,picture,en,ase,0,0,8,6
43345,plus,plus,en,ase,0,0,0,1
43341,plus,plus,en,ase,0,0,1,17
43335,plus,plus,en,ase,0,0,2,18
43340,plus,plus,en,ase,0,0,3,9
43342,plus,plus,en,ase,0,0,4,7
43347,plus,plus,en,ase,0,0,5,6
66303,plus,plus,en,ase,0,0,6,29
43346,plus,plus,en,ase,0,0,7,6
68134,plus,plus,en,ase,0,0,8,2
43339,plus,plus,en,ase,0,0,9,2
43445,point,point,en,ase,0,0,0,28
43452,point,point,en,ase,0,0,1,1
43446,point,point,en,ase,0,0,2,0
66304,point,point,en,ase,0,0,3,29
43444,point,point,en,ase,0,0,4,20
43447,point,point,en,ase,0,0,5,11
43443,point,point,en,ase,0,0,6,25
43681,poor,poor,en,ase,0,0,0,0
43678,poor,poor,en,ase,0,0,1,18
43684,poor,poor,en,ase,0,0,2,1
43680,poor,poor,en,ase,0,0,3,4
43685,poor,poor,en,ase,0,0,4,6
43686,poor,poor,en,ase,0,0,5,6
43687,poor,poor,en,ase,0,0,6,6
43679,poor,poor,en,ase,0,0,7,19
43682,poor,poor,en,ase,0,0,8,24
43833,possible,possible,en,ase,0,0,0,1
43834,possible,possible,en,ase,0,0,1,1
43836,possible,possible,en,ase,0,0,2,1
43835,possible,possible,en,ase,0,0,3,1
43828,possible,possible,en,ase,0,0,4,18
66316,possible,possible,en,ase,0,0,5,28
43837,possible,possible,en,ase,0,0,6,6
43830,possible,possible,en,ase,0,0,7,24
43829,possible,possible,en,ase,0,0,8,23
45759,quiet,quiet,en,ase,0,0,0,17
45762,quiet,quiet,en,ase,0,0,1,1
66365,quiet,quiet,en,ase,0,0,2,29
45754,quiet,quiet,en,ase,0,0,3,18
45758,quiet,quiet,en,ase,0,0,4,20
45765,quiet,quiet,en,ase,0,0,5,6
45760,quiet,quiet,en,ase,0,0,6,24
45757,quiet,quiet,en,ase,0,0,7,19
45995,rain,rain,en,ase,0,0,0,0
45998,rain,rain,en,ase,0,0,1,11
66369,rain,rain,en,ase,0,0,2,29
45965,rain,rain,en,ase,0,0,3,18
45994,rain,rain,en,ase,0,0,4,20
45996,rain,rain,en,ase,0,0,5,11
45993,rain,rain,en,ase,0,0,6,9
70121,rain,rain,en,ase,0,0,7,8
46299,ready,ready,en,ase,0,0,0,1
46291,ready,ready,en,ase,0,0,1,17
46287,ready,ready,en,ase,0,0,2,18
46300,ready,ready,en,ase,0,0,3,1
46296,ready,ready,en,ase,0,0,4,1
66374,ready,ready,en,ase,0,0,5,46
46293,ready,ready,en,ase,0,0,6,7
46302,ready,ready,en,ase,0,0,7,6
46288,ready,ready,en,ase,0,0,8,15
46292,ready,ready,en,ase,0,0,9,11
46289,ready,ready,en,ase,0,0,10,19
47493,research,research,en,ase,0,0,0,17
47492,research,research,en,ase,0,0,1,17
66393,research,research,en,ase,0,0,2,11
47497,research,research,en,ase,0,0,3,6
47498,research,research,en,ase,0,0,4,6
47496,research,research,en,ase,0,0,5,11
47485,research,research,en,ase,0,0,6,18
47494,research,research,en,ase,0,0,7,11
47490,research,research,en,ase,0,0,8,11
49483,scared,scared,en,ase,0,0,0,1
49482,scared,scared,en,ase,0,0,1,1
49479,scared,scared,en,ase,0,0,2,17
66432,scared,scared,en,ase,0,0,3,28
49475,scared,scared,en,ase,0,0,4,18
49486,scared,scared,en,ase,0,0,5,6
49477,scared,scared,en,ase,0,0,6,25
49480,scared,scared,en,ase,0,0,7,24
49478,scared,scared,en,ase,0,0,8,20
49634,science,science,en,ase,0,0,0,21
49627,science,science,en,ase,0,0,1,18
49637,science,science,en,ase,0,0,2,1
49633,science,science,en,ase,0,0,3,20
49638,science,science,en,ase,0,0,4,6
49635,science,science,en,ase,0,0,5,24
49632,science,science,en,ase,0,0,6,50
49631,science,science,en,ase,0,0,7,48
70143,science,science,en,ase,0,0,8,-1
49689,score,score,en,ase,0,0,0,18
49697,score,score,en,ase,0,0,1,63
49702,score,score,en,ase,0,0,2,11
49699,score,score,en,ase,0,0,3,11
49700,score,score,en,ase,0,0,4,11
66434,score,score,en,ase,0,0,5,53
49693,score,score,en,ase,0,0,6,31
49692,score,score,en,ase,0,0,7,31
49695,score,score,en,ase,0,0,8,24
49694,score,score,en,ase,0,0,9,31
49691,score,score,en,ase,0,0,10,25
50415,sentence,sentence,en,ase,0,0,0,1
50414,sentence,sentence,en,ase,0,0,1,1
50407,sentence,sentence,en,ase,0,0,2,18
50410,sentence,sentence,en,ase,0,0,3,21
50409,sentence,sentence,en,ase,0,0,4,17
50408,sentence,sentence,en,ase,0,0,5,4
50416,sentence,sentence,en,ase,0,0,6,6
50411,sentence,sentence,en,ase,0,0,7,24
50418,sentence,sentence,en,ase,0,0,8,6
50836,shape,shape,en,ase,0,0,0,21
50841,shape,shape,en,ase,0,0,1,1
50834,shape,shape,en,ase,0,0,2,18
50837,shape,shape,en,ase,0,0,3,24
50842,shape,shape,en,ase,0,0,4,6
50843,shape,shape,en,ase,0,0,5,6
69465,shape,shape,en,ase,0,0,6,12
50835,shape,shape,en,ase,0,0,7,25
50838,shape,shape,en,ase,0,0,8,38
51921,sit,sit,en,ase,0,0,0,1
51917,sit,sit,en,ase,0,0,1,0
51901,sit,sit,en,ase,0,0,2,18
51916,sit,sit,en,ase,0,0,3,20
51919,sit,sit,en,ase,0,0,4,24
51918,sit,sit,en,ase,0,0,5,31
51924,sit,sit,en,ase,0,0,6,6
51925,sit,sit,en,ase,0,0,7,6
52508,slow,slow,en,ase,0,0,0,9
52512,slow,slow,en,ase,0,0,1,1
66508,slow,slow,en,ase,0,0,2,59
52507,slow,slow,en,ase,0,0,3,4
52502,slow,slow,en,ase,0,0,4,18
52510,slow,slow,en,ase,0,0,5,7
52513,slow,slow,en,ase,0,0,6,44
52509,slow,slow,en,ase,0,0,7,24
52506,slow,slow,en,ase,0,0,8,40
52713,snake,snake,en,ase,0,0,0,0
52717,snake,snake,en,ase,0,0,1,6
52707,snake,snake,en,ase,0,0,2,18
52716,snake,snake,en,ase,0,0,3,1
66515,snake,snake,en,ase,0,0,4,59
52712,snake,snake,en,ase,0,0,5,20
52714,snake,snake,en,ase,0,0,6,24
52711,snake,snake,en,ase,0,0,7,29
52921,soap,soap,en,ase,0,0,0,1
52919,soap,soap,en,ase,0,0,1,21
52913,soap,soap,en,ase,0,0,2,18
66522,soap,soap,en,ase,0,0,3,59
52918,soap,soap,en,ase,0,0,4,20
52923,soap,soap,en,ase,0,0,5,6
52924,soap,soap,en,ase,0,0,6,6
52917,soap,soap,en,ase,0,0,7,50
52920,soap,soap,en,ase,0,0,8,24
53028,soda,soda,en,ase,0,0,0,1
53025,soda,soda,en,ase,0,0,1,0
53023,soda,soda,en,ase,0,0,2,18
53026,soda,soda,en,ase,0,0,3,24
53024,soda,soda,en,ase,0,0,4,2
68158,soda,soda,en,ase,0,0,5,41
69482,soda,soda,en,ase,0,0,6,53
70071,soda,soda,en,ase,0,0,7,8
53700,speech,speech,en,ase,0,0,0,17
53698,speech,speech,en,ase,0,0,1,17
53706,speech,speech,en,ase,0,0,2,11
53699,speech,speech,en,ase,0,0,3,17
53701,speech,speech,en,ase,0,0,4,17
53697,speech,speech,en,ase,0,0,5,15
53707,speech,speech,en,ase,0,0,6,-1
53693,speech,speech,en,ase,0,0,7,18
53696,speech,speech,en,ase,0,0,8,48
54439,star,star,en,ase,0,0,0,0
54444,star,star,en,ase,0,0,1,1
54413,star,star,en,ase,0,0,2,18
54443,star,star,en,ase,0,0,3,-1
54445,star,star,en,ase,0,0,4,-1
54438,star,star,en,ase,0,0,5,25
54440,star,star,en,ase,0,0,6,-1
54437,star,star,en,ase,0,0,7,48
54825,stink,stink,en,ase,0,0,0,-1
54821,stink,stink,en,ase,0,0,1,21
54822,stink,stink,en,ase,0,0,2,21
66557,stink,stink,en,ase,0,0,3,39
54820,stink,stink,en,ase,0,0,4,-1
66558,stink,stink,en,ase,0,0,5,37
54823,stink,stink,en,ase,0,0,6,24
54826,stink,stink,en,ase,0,0,7,-1
54819,stink,stink,en,ase,0,0,8,-1
70300,stink,stink,en,ase,0,0,9,-1
66573,struggle,struggle,en,ase,0,0,0,39
55300,struggle,struggle,en,ase,0,0,1,0
55301,struggle,struggle,en,ase,0,0,2,9
55304,struggle,struggle,en,ase,0,0,3,11
55298,struggle,struggle,en,ase,0,0,4,18
55306,struggle,struggle,en,ase,0,0,5,6
55305,struggle,struggle,en,ase,0,0,6,6
55299,struggle,struggle,en,ase,0,0,7,50
70096,struggle,struggle,en,ase,0,0,8,-1
55302,struggle,struggle,en,ase,0,0,9,14
55318,stubborn,stubborn,en,ase,0,0,0,63
55315,stubborn,stubborn,en,ase,0,0,1,9
55312,stubborn,stubborn,en,ase,0,0,2,18
66574,stubborn,stubborn,en,ase,0,0,3,39
55314,stubborn,stubborn,en,ase,0,0,4,20
55316,stubborn,stubborn,en,ase,0,0,5,24
55313,stubborn,stubborn,en,ase,0,0,6,25
55319,stubborn,stubborn,en,ase,0,0,7,6
70362,stubborn,stubborn,en,ase,0,0,8,8
55859,sunset,sunset,en,ase,0,0,0,1
55856,sunset,sunset,en,ase,0,0,1,16
55855,sunset,sunset,en,ase,0,0,2,9
55860,sunset,sunset,en,ase,0,0,3,1
55861,sunset,sunset,en,ase,0,0,4,6
55862,sunset,sunset,en,ase,0,0,5,6
66581,sunset,sunset,en,ase,0,0,6,39
55854,sunset,sunset,en,ase,0,0,7,15
55857,sunset,sunset,en,ase,0,0,8,-1
56089,surgery,surgery,en,ase,0,0,0,1
56084,surgery,surgery,en,ase,0,0,1,21
56085,surgery,surgery,en,ase,0,0,2,21
56080,surgery,surgery,en,ase,0,0,3,18
56081,surgery,surgery,en,ase,0,0,4,43
56083,surgery,surgery,en,ase,0,0,5,20
56091,surgery,surgery,en,ase,0,0,6,6
56090,surgery,surgery,en,ase,0,0,7,6
56086,surgery,surgery,en,ase,0,0,8,11
56082,surgery,surgery,en,ase,0,0,9,25
57827,there,there,en,ase,0,0,0,17
57832,there,there,en,ase,0,0,1,1
57815,there,there,en,ase,0,0,2,18
57826,there,there,en,ase,0,0,3,34
57828,there,there,en,ase,0,0,4,5
57829,there,there,en,ase,0,0,5,24
57825,there,there,en,ase,0,0,6,9
57833,there,there,en,ase,0,0,7,-1
57834,there,there,en,ase,0,0,8,-1
70223,there,there,en,ase,0,0,9,8
58447,tiger,tiger,en,ase,0,0,0,0
58446,tiger,tiger,en,ase,0,0,1,17
58443,tiger,tiger,en,ase,0,0,2,18
58444,tiger,tiger,en,ase,0,0,3,19
58450,tiger,tiger,en,ase,0,0,4,11
58448,tiger,tiger,en,ase,0,0,5,11
66643,tiger,tiger,en,ase,0,0,6,47
58445,tiger,tiger,en,ase,0,0,7,4
69510,tiger,tiger,en,ase,0,0,8,12
70108,tiger,tiger,en,ase,0,0,9,-1
58652,toast,toast,en,ase,0,0,0,21
58651,toast,toast,en,ase,0,0,1,-1
58657,toast,toast,en,ase,0,0,2,11
58658,toast,toast,en,ase,0,0,3,11
66652,toast,toast,en,ase,0,0,4,47
58653,toast,toast,en,ase,0,0,5,13
58654,toast,toast,en,ase,0,0,6,7
58655,toast,toast,en,ase,0,0,7,7
58649,toast,toast,en,ase,0,0,8,15
58731,toilet,toilet,en,ase,0,0,0,18
58736,toilet,toilet,en,ase,0,0,1,11
58740,toilet,toilet,en,ase,0,0,2,6
58732,toilet,toilet,en,ase,0,0,3,20
58737,toilet,toilet,en,ase,0,0,4,6
58734,toilet,toilet,en,ase,0,0,5,24
58733,toilet,toilet,en,ase,0,0,6,13
58810,tomorrow,tomorrow,en,ase,0,0,0,1
58804,tomorrow,tomorrow,en,ase,0,0,1,18
58812,tomorrow,tomorrow,en,ase,0,0,2,6
58807,tomorrow,tomorrow,en,ase,0,0,3,22
66655,tomorrow,tomorrow,en,ase,0,0,4,36
58808,tomorrow,tomorrow,en,ase,0,0,5,24
58806,tomorrow,tomorrow,en,ase,0,0,6,20
58811,tomorrow,tomorrow,en,ase,0,0,7,6
58805,tomorrow,tomorrow,en,ase,0,0,8,9
70349,tomorrow,tomorrow,en,ase,0,0,9,-1
59149,town,town,en,ase,0,0,0,9
59148,town,town,en,ase,0,0,1,9
59153,town,town,en,ase,0,0,2,1
59143,town,town,en,ase,0,0,3,18
59150,town,town,en,ase,0,0,4,0
66661,town,town,en,ase,0,0,5,47
59151,town,town,en,ase,0,0,6,24
59147,town,town,en,ase,0,0,7,19
70191,town,town,en,ase,0,0,8,-1
59146,town,town,en,ase,0,0,9,11
59366,transfer,transfer,en,ase,0,0,0,18
59369,transfer,transfer,en,ase,0,0,1,17
59370,transfer,transfer,en,ase,0,0,2,17
59373,transfer,transfer,en,ase,0,0,3,1
59368,transfer,transfer,en,ase,0,0,4,20
66667,transfer,transfer,en,ase,0,0,5,47
59376,transfer,transfer,en,ase,0,0,6,6
59375,transfer,transfer,en,ase,0,0,7,6
59371,transfer,transfer,en,ase,0,0,8,24
59374,transfer,transfer,en,ase,0,0,9,6
59367,transfer,transfer,en,ase,0,0,10,40
59551,tree,tree,en,ase,0,0,0,1
59540,tree,tree,en,ase,0,0,1,18
66673,tree,tree,en,ase,0,0,2,36
59547,tree,tree,en,ase,0,0,3,4
59546,tree,tree,en,ase,0,0,4,25
59552,tree,tree,en,ase,0,0,5,6
59548,tree,tree,en,ase,0,0,6,24
59760,truck,truck,en,ase,0,0,0,18
59768,truck,truck,en,ase,0,0,1,11
66678,truck,truck,en,ase,0,0,2,47
66677,truck,truck,en,ase,0,0,3,47
59764,truck,truck,en,ase,0,0,4,17
59772,truck,truck,en,ase,0,0,5,6
59770,truck,truck,en,ase,0,0,6,6
59771,truck,truck,en,ase,0,0,7,6
59765,truck,truck,en,ase,0,0,8,7
60459,uncle,uncle,en,ase,0,0,0,16
60462,uncle,uncle,en,ase,0,0,1,1
60450,uncle,uncle,en,ase,0,0,2,18
60460,uncle,uncle,en,ase,0,0,3,24
60463,uncle,uncle,en,ase,0,0,4,6
60457,uncle,uncle,en,ase,0,0,5,4
60458,uncle,uncle,en,ase,0,0,6,31
70331,uncle,uncle,en,ase,0,0,7,8
61146,vacation,vacation,en,ase,0,0,0,1
66715,vacation,vacation,en,ase,0,0,1,39
61141,vacation,vacation,en,ase,0,0,2,18
61148,vacation,vacation,en,ase,0,0,3,6
61143,vacation,vacation,en,ase,0,0,4,20
61142,vacation,vacation,en,ase,0,0,5,15
61144,vacation,vacation,en,ase,0,0,6,24
61147,vacation,vacation,en,ase,0,0,7,6
62646,weather,weather,en,ase,0,0,0,1
62641,weather,weather,en,ase,0,0,1,17
62645,weather,weather,en,ase,0,0,2,1
62642,weather,weather,en,ase,0,0,3,17
62637,weather,weather,en,ase,0,0,4,18
62643,weather,weather,en,ase,0,0,5,24
62648,weather,weather,en,ase,0,0,6,6
62647,weather,weather,en,ase,0,0,7,6
62639,weather,weather,en,ase,0,0,8,20
62638,weather,weather,en,ase,0,0,9,65
62736,weekend,weekend,en,ase,0,0,0,1
62733,weekend,weekend,en,ase,0,0,1,16
62731,weekend,weekend,en,ase,0,0,2,16
66761,weekend,weekend,en,ase,0,0,3,4
62729,weekend,weekend,en,ase,0,0,4,18
62732,weekend,weekend,en,ase,0,0,5,22
66760,weekend,weekend,en,ase,0,0,6,36
62737,weekend,weekend,en,ase,0,0,7,6
70377,weekend,weekend,en,ase,0,0,8,8
62734,weekend,weekend,en,ase,0,0,9,24
62730,weekend,weekend,en,ase,0,0,10,19
00593,accept,accept,en,ase,0,0,0,17
00600,accept,accept,en,ase,0,0,1,1
00588,accept,accept,en,ase,0,0,2,18
00594,accept,accept,en,ase,0,0,3,9
00599,accept,accept,en,ase,0,0,4,1
65007,accept,accept,en,ase,0,0,5,46
00601,accept,accept,en,ase,0,0,6,6
00592,accept,accept,en,ase,0,0,7,15
00597,accept,accept,en,ase,0,0,8,24
01209,adult,adult,en,ase,0,0,0,21
01194,adult,adult,en,ase,0,0,1,18
01214,adult,adult,en,ase,0,0,2,1
01215,adult,adult,en,ase,0,0,3,6
65024,adult,adult,en,ase,0,0,4,37
01207,adult,adult,en,ase,0,0,5,2
01206,adult,adult,en,ase,0,0,6,48
01208,adult,adult,en,ase,0,0,7,25
01421,after,after,en,ase,0,0,0,21
01420,after,after,en,ase,0,0,1,17
01411,after,after,en,ase,0,0,2,18
65030,after,after,en,ase,0,0,3,37
01419,after,after,en,ase,0,0,4,20
01426,after,after,en,ase,0,0,5,6
01418,after,after,en,ase,0,0,6,15
01422,after,after,en,ase,0,0,7,11
01557,ago,ago,en,ase,0,0,0,1
01556,ago,ago,en,ase,0,0,1,1
01558,ago,ago,en,ase,0,0,2,1
01561,ago,ago,en,ase,0,0,3,1
01551,ago,ago,en,ase,0,0,4,18
01553,ago,ago,en,ase,0,0,5,17
01560,ago,ago,en,ase,0,0,6,1
01554,ago,ago,en,ase,0,0,7,24
01552,ago,ago,en,ase,0,0,8,15
02041,allow,allow,en,ase,0,0,0,18
65054,allow,allow,en,ase,0,0,1,46
02049,allow,allow,en,ase,0,0,2,11
02048,allow,allow,en,ase,0,0,3,11
65052,allow,allow,en,ase,0,0,4,23
65053,allow,allow,en,ase,0,0,5,3
02045,allow,allow,en,ase,0,0,6,15
02050,allow,allow,en,ase,0,0,7,6
02046,allow,allow,en,ase,0,0,8,24
02350,america,america,en,ase,0,0,0,15
65064,america,america,en,ase,0,0,1,66
02353,america,america,en,ase,0,0,2,1
02354,america,america,en,ase,0,0,3,6
02348,america,america,en,ase,0,0,4,18
68002,america,america,en,ase,0,0,5,2
02351,america,america,en,ase,0,0,6,24
02349,america,america,en,ase,0,0,7,48
02544,angel,angel,en,ase,0,0,0,1
02539,angel,angel,en,ase,0,0,1,18
02541,angel,angel,en,ase,0,0,2,9
65071,angel,angel,en,ase,0,0,3,66
02545,angel,angel,en,ase,0,0,4,1
02542,angel,angel,en,ase,0,0,5,75
02546,angel,angel,en,ase,0,0,6,6
02540,angel,angel,en,ase,0,0,7,2
02712,answer,answer,en,ase,0,0,0,21
02715,answer,answer,en,ase,0,0,1,1
65076,answer,answer,en,ase,0,0,2,46
02707,answer,answer,en,ase,0,0,3,18
02716,answer,answer,en,ase,0,0,4,6
02711,answer,answer,en,ase,0,0,5,19
70275,answer,answer,en,ase,0,0,6,-1
02710,answer,answer,en,ase,0,0,7,48
02713,answer,answer,en,ase,0,0,8,11
02818,any,any,en,ase,0,0,0,18
65079,any,any,en,ase,0,0,1,28
02831,any,any,en,ase,0,0,2,6
02828,any,any,en,ase,0,0,3,11
02826,any,any,en,ase,0,0,4,11
02829,any,any,en,ase,0,0,5,6
02830,any,any,en,ase,0,0,6,6
69212,any,any,en,ase,0,0,7,12
70095,any,any,en,ase,0,0,8,-1
03235,area,area,en,ase,0,0,0,21
03237,area,area,en,ase,0,0,1,21
03240,area,area,en,ase,0,0,2,1
65091,area,area,en,ase,0,0,3,23
03244,area,area,en,ase,0,0,4,6
03234,area,area,en,ase,0,0,5,2
03243,area,area,en,ase,0,0,6,6
03238,area,area,en,ase,0,0,7,11
03484,art,art,en,ase,0,0,0,1
03480,art,art,en,ase,0,0,1,0
03469,art,art,en,ase,0,0,2,18
65097,art,art,en,ase,0,0,3,3
03478,art,art,en,ase,0,0,4,15
03479,art,art,en,ase,0,0,5,20
70142,art,art,en,ase,0,0,6,-1
03481,art,art,en,ase,0,0,7,24
03638,ase,asl,en,ase,0,0,0,1
03634,ase,asl,en,ase,0,0,1,43
03640,ase,asl,en,ase,0,0,2,6
03625,ase,asl,en,ase,0,0,3,18
68005,ase,asl,en,ase,0,0,4,27
03635,ase,asl,en,ase,0,0,5,4
03641,ase,asl,en,ase,0,0,6,6
68004,ase,asl,en,ase,0,0,7,2
04165,aunt,aunt,en,ase,0,0,0,18
65110,aunt,aunt,en,ase,0,0,1,23
04173,aunt,aunt,en,ase,0,0,2,1
04174,aunt,aunt,en,ase,0,0,3,6
04168,aunt,aunt,en,ase,0,0,4,15
04170,aunt,aunt,en,ase,0,0,5,31
04169,aunt,aunt,en,ase,0,0,6,4
04171,aunt,aunt,en,ase,0,0,7,15
04426,awful,awful,en,ase,0,0,0,9
04430,awful,awful,en,ase,0,0,1,1
04422,awful,awful,en,ase,0,0,2,18
04429,awful,awful,en,ase,0,0,3,7
65118,awful,awful,en,ase,0,0,4,23
04424,awful,awful,en,ase,0,0,5,15
04432,awful,awful,en,ase,0,0,6,6
04425,awful,awful,en,ase,0,0,7,20
04427,awful,awful,en,ase,0,0,8,24
04438,awkward,awkward,en,ase,0,0,0,28
04439,awkward,awkward,en,ase,0,0,1,9
04440,awkward,awkward,en,ase,0,0,2,21
04436,awkward,awkward,en,ase,0,0,3,18
04444,awkward,awkward,en,ase,0,0,4,6
04437,awkward,awkward,en,ase,0,0,5,2
04443,awkward,awkward,en,ase,0,0,6,11
04441,awkward,awkward,en,ase,0,0,7,24
04681,bacon,bacon,en,ase,0,0,0,0
04684,bacon,bacon,en,ase,0,0,1,1
04678,bacon,bacon,en,ase,0,0,2,18
04680,bacon,bacon,en,ase,0,0,3,20
65124,bacon,bacon,en,ase,0,0,4,46
04685,bacon,bacon,en,ase,0,0,5,6
04679,bacon,bacon,en,ase,0,0,6,15
04682,bacon,bacon,en,ase,0,0,7,24
05108,bark,bark,en,ase,0,0,0,17
05109,bark,bark,en,ase,0,0,1,17
05114,bark,bark,en,ase,0,0,2,11
65139,bark,bark,en,ase,0,0,3,28
05113,bark,bark,en,ase,0,0,4,11
05115,bark,bark,en,ase,0,0,5,6
05116,bark,bark,en,ase,0,0,6,6
05107,bark,bark,en,ase,0,0,7,20
05110,bark,bark,en,ase,0,0,8,24
05656,bedroom,bedroom,en,ase,0,0,0,-1
65164,bedroom,bedroom,en,ase,0,0,1,3
05653,bedroom,bedroom,en,ase,0,0,2,20
05658,bedroom,bedroom,en,ase,0,0,3,6
05652,bedroom,bedroom,en,ase,0,0,4,15
05651,bedroom,bedroom,en,ase,0,0,5,18
05654,bedroom,bedroom,en,ase,0,0,6,24
05708,beer,beer,en,ase,0,0,0,28
65166,beer,beer,en,ase,0,0,1,66
05699,beer,beer,en,ase,0,0,2,18
05707,beer,beer,en,ase,0,0,3,17
05713,beer,beer,en,ase,0,0,4,6
05712,beer,beer,en,ase,0,0,5,1
05705,beer,beer,en,ase,0,0,6,15
05706,beer,beer,en,ase,0,0,7,25
05709,beer,beer,en,ase,0,0,8,24
05925,belt,belt,en,ase,0,0,0,0
05928,belt,belt,en,ase,0,0,1,-1
05921,belt,belt,en,ase,0,0,2,18
05923,belt,belt,en,ase,0,0,3,40
05924,belt,belt,en,ase,0,0,4,20
05929,belt,belt,en,ase,0,0,5,6
65173,belt,belt,en,ase,0,0,6,3
05926,belt,belt,en,ase,0,0,7,11
06199,big,big,en,ase,0,0,0,1
06193,big,big,en,ase,0,0,1,9
06200,big,big,en,ase,0,0,2,1
65182,big,big,en,ase,0,0,3,3
65183,big,big,en,ase,0,0,4,3
06176,big,big,en,ase,0,0,5,18
69231,big,big,en,ase,0,0,6,25
06192,big,big,en,ase,0,0,7,15
06194,big,big,en,ase,0,0,8,7
06436,bitter,bitter,en,ase,0,0,0,1
06435,bitter,bitter,en,ase,0,0,1,1
06429,bitter,bitter,en,ase,0,0,2,20
06425,bitter,bitter,en,ase,0,0,3,18
06428,bitter,bitter,en,ase,0,0,4,43
06432,bitter,bitter,en,ase,0,0,5,24
06431,bitter,bitter,en,ase,0,0,6,31
06437,bitter,bitter,en,ase,0,0,7,6
06430,bitter,bitter,en,ase,0,0,8,31
07258,both,both,en,ase,0,0,0,18
07274,both,both,en,ase,0,0,1,1
65233,both,both,en,ase,0,0,2,46
07275,both,both,en,ase,0,0,3,6
07271,both,both,en,ase,0,0,4,20
69242,both,both,en,ase,0,0,5,12
07272,both,both,en,ase,0,0,6,7
68013,both,both,en,ase,0,0,7,2
08613,cake,cake,en,ase,0,0,0,21
08608,cake,cake,en,ase,0,0,1,18
08618,cake,cake,en,ase,0,0,2,1
65285,cake,cake,en,ase,0,0,3,3
65286,cake,cake,en,ase,0,0,4,3
08614,cake,cake,en,ase,0,0,5,7
08612,cake,cake,en,ase,0,0,6,25
69256,cake,cake,en,ase,0,0,7,53
08671,california,california,en,ase,0,0,0,28
08672,california,california,en,ase,0,0,1,28
08673,california,california,en,ase,0,0,2,28
08676,california,california,en,ase,0,0,3,1
08677,california,california,en,ase,0,0,4,1
08674,california,california,en,ase,0,0,5,17
08669,california,california,en,ase,0,0,6,18
08670,california,california,en,ase,0,0,7,43
65289,california,california,en,ase,0,0,8,37
08846,canada,canada,en,ase,0,0,0,1
08843,canada,canada,en,ase,0,0,1,16
65295,canada,canada,en,ase,0,0,2,3
08840,canada,canada,en,ase,0,0,3,18
08847,canada,canada,en,ase,0,0,4,6
08841,canada,canada,en,ase,0,0,5,43
08842,canada,canada,en,ase,0,0,6,20
08844,canada,canada,en,ase,0,0,7,7
09308,carrot,carrot,en,ase,0,0,0,21
09307,carrot,carrot,en,ase,0,0,1,20
09310,carrot,carrot,en,ase,0,0,2,17
65308,carrot,carrot,en,ase,0,0,3,29
09305,carrot,carrot,en,ase,0,0,4,15
09314,carrot,carrot,en,ase,0,0,5,6
09309,carrot,carrot,en,ase,0,0,6,17
09306,carrot,carrot,en,ase,0,0,7,9
69259,carrot,carrot,en,ase,0,0,8,53
09311,carrot,carrot,en,ase,0,0,9,7
09573,cause,cause,en,ase,0,0,0,17
09570,cause,cause,en,ase,0,0,1,18
09576,cause,cause,en,ase,0,0,2,63
09572,cause,cause,en,ase,0,0,3,15
65319,cause,cause,en,ase,0,0,4,3
09577,cause,cause,en,ase,0,0,5,6
09578,cause,cause,en,ase,0,0,6,6
09574,cause,cause,en,ase,0,0,7,7
09893,challenge,challenge,en,ase,0,0,0,28
09891,challenge,challenge,en,ase,0,0,1,18
09896,challenge,challenge,en,ase,0,0,2,1
65329,challenge,challenge,en,ase,0,0,3,3
09898,challenge,challenge,en,ase,0,0,4,6
09897,challenge,challenge,en,ase,0,0,5,6
09894,challenge,challenge,en,ase,0,0,6,7
09892,challenge,challenge,en,ase,0,0,7,19
10141,cheap,cheap,en,ase,0,0,0,1
10137,cheap,cheap,en,ase,0,0,1,17
10134,cheap,cheap,en,ase,0,0,2,18
10135,cheap,cheap,en,ase,0,0,3,43
65340,cheap,cheap,en,ase,0,0,4,3
10142,cheap,cheap,en,ase,0,0,5,6
10136,cheap,cheap,en,ase,0,0,6,20
10138,cheap,cheap,en,ase,0,0,7,7
10577,chocolate,chocolate,en,ase,0,0,0,18
10583,chocolate,chocolate,en,ase,0,0,1,1
65354,chocolate,chocolate,en,ase,0,0,2,3
10580,chocolate,chocolate,en,ase,0,0,3,17
10584,chocolate,chocolate,en,ase,0,0,4,6
